"","alias","abbr","vote","noOfLgas","lgaCollated","registeredVote","totalVote","slug","updatedAt"
"591","rivers","APC",231591,23,23,3537190,523651,"9fca4c4b-7875-44d2-aece-71e9223a8e3f","2023-03-01T00:48:58.203464"
"592","rivers","APGA",1468,23,23,3537190,523651,"9fca4c4b-7875-44d2-aece-71e9223a8e3f","2023-03-01T00:48:58.203464"
"593","rivers","ZLP",5963,23,23,3537190,523651,"9fca4c4b-7875-44d2-aece-71e9223a8e3f","2023-03-01T00:48:58.203464"
"594","rivers","YPP",797,23,23,3537190,523651,"9fca4c4b-7875-44d2-aece-71e9223a8e3f","2023-03-01T00:48:58.203464"
"595","sokoto","ZLP",208,23,23,2172056,586869,"1d3e186a-63f0-41c9-bd78-7d51fb999a5e","2023-02-28T18:48:17.999528"
"596","sokoto","A",115,23,23,2172056,586869,"1d3e186a-63f0-41c9-bd78-7d51fb999a5e","2023-02-28T18:48:17.999528"
"597","sokoto","AA",110,23,23,2172056,586869,"1d3e186a-63f0-41c9-bd78-7d51fb999a5e","2023-02-28T18:48:17.999528"
"598","sokoto","AAC",128,23,23,2172056,586869,"1d3e186a-63f0-41c9-bd78-7d51fb999a5e","2023-02-28T18:48:17.999528"
"599","sokoto","ADC",486,23,23,2172056,586869,"1d3e186a-63f0-41c9-bd78-7d51fb999a5e","2023-02-28T18:48:17.999528"
"600","sokoto","YPP",175,23,23,2172056,586869,"1d3e186a-63f0-41c9-bd78-7d51fb999a5e","2023-02-28T18:48:17.999528"
"601","sokoto","ADP",1105,23,23,2172056,586869,"1d3e186a-63f0-41c9-bd78-7d51fb999a5e","2023-02-28T18:48:17.999528"
"602","sokoto","APC",285444,23,23,2172056,586869,"1d3e186a-63f0-41c9-bd78-7d51fb999a5e","2023-02-28T18:48:17.999528"
"603","sokoto","APGA",808,23,23,2172056,586869,"1d3e186a-63f0-41c9-bd78-7d51fb999a5e","2023-02-28T18:48:17.999528"
"604","sokoto","APM",273,23,23,2172056,586869,"1d3e186a-63f0-41c9-bd78-7d51fb999a5e","2023-02-28T18:48:17.999528"
"605","sokoto","APP",219,23,23,2172056,586869,"1d3e186a-63f0-41c9-bd78-7d51fb999a5e","2023-02-28T18:48:17.999528"
"606","sokoto","BP",126,23,23,2172056,586869,"1d3e186a-63f0-41c9-bd78-7d51fb999a5e","2023-02-28T18:48:17.999528"
"607","sokoto","LP",6568,23,23,2172056,586869,"1d3e186a-63f0-41c9-bd78-7d51fb999a5e","2023-02-28T18:48:17.999528"
"608","sokoto","NNPP",1300,23,23,2172056,586869,"1d3e186a-63f0-41c9-bd78-7d51fb999a5e","2023-02-28T18:48:17.999528"
"609","sokoto","NRM",681,23,23,2172056,586869,"1d3e186a-63f0-41c9-bd78-7d51fb999a5e","2023-02-28T18:48:17.999528"
"610","sokoto","PDP",288679,23,23,2172056,586869,"1d3e186a-63f0-41c9-bd78-7d51fb999a5e","2023-02-28T18:48:17.999528"
"611","sokoto","PRP",324,23,23,2172056,586869,"1d3e186a-63f0-41c9-bd78-7d51fb999a5e","2023-02-28T18:48:17.999528"
"612","sokoto","SDP",120,23,23,2172056,586869,"1d3e186a-63f0-41c9-bd78-7d51fb999a5e","2023-02-28T18:48:17.999528"
"613","taraba","A",309,16,16,2022374,499358,"5e4c21a5-52f6-4694-8a8d-d6808041e64d","2023-03-01T00:28:59.137725"
"614","taraba","AA",387,16,16,2022374,499358,"5e4c21a5-52f6-4694-8a8d-d6808041e64d","2023-03-01T00:28:59.137725"
"615","taraba","AAC",291,16,16,2022374,499358,"5e4c21a5-52f6-4694-8a8d-d6808041e64d","2023-03-01T00:28:59.137725"
"616","taraba","ADP",715,16,16,2022374,499358,"5e4c21a5-52f6-4694-8a8d-d6808041e64d","2023-03-01T00:28:59.137725"
"617","taraba","ADC",1089,16,16,2022374,499358,"5e4c21a5-52f6-4694-8a8d-d6808041e64d","2023-03-01T00:28:59.137725"
"618","taraba","APC",135165,16,16,2022374,499358,"5e4c21a5-52f6-4694-8a8d-d6808041e64d","2023-03-01T00:28:59.137725"
"619","taraba","APGA",4526,16,16,2022374,499358,"5e4c21a5-52f6-4694-8a8d-d6808041e64d","2023-03-01T00:28:59.137725"
"620","taraba","APM",471,16,16,2022374,499358,"5e4c21a5-52f6-4694-8a8d-d6808041e64d","2023-03-01T00:28:59.137725"
"621","taraba","APP",384,16,16,2022374,499358,"5e4c21a5-52f6-4694-8a8d-d6808041e64d","2023-03-01T00:28:59.137725"
"622","taraba","BP",376,16,16,2022374,499358,"5e4c21a5-52f6-4694-8a8d-d6808041e64d","2023-03-01T00:28:59.137725"
"623","taraba","LP",146315,16,16,2022374,499358,"5e4c21a5-52f6-4694-8a8d-d6808041e64d","2023-03-01T00:28:59.137725"
"624","taraba","ZLP",1994,16,16,2022374,499358,"5e4c21a5-52f6-4694-8a8d-d6808041e64d","2023-03-01T00:28:59.137725"
"625","taraba","NNPP",12818,16,16,2022374,499358,"5e4c21a5-52f6-4694-8a8d-d6808041e64d","2023-03-01T00:28:59.137725"
"626","taraba","NRM",609,16,16,2022374,499358,"5e4c21a5-52f6-4694-8a8d-d6808041e64d","2023-03-01T00:28:59.137725"
"627","taraba","PDP",189017,16,16,2022374,499358,"5e4c21a5-52f6-4694-8a8d-d6808041e64d","2023-03-01T00:28:59.137725"
"628","taraba","PRP",579,16,16,2022374,499358,"5e4c21a5-52f6-4694-8a8d-d6808041e64d","2023-03-01T00:28:59.137725"
"629","taraba","SDP",4000,16,16,2022374,499358,"5e4c21a5-52f6-4694-8a8d-d6808041e64d","2023-03-01T00:28:59.137725"
"630","taraba","YPP",313,16,16,2022374,499358,"5e4c21a5-52f6-4694-8a8d-d6808041e64d","2023-03-01T00:28:59.137725"
"631","yobe","APP",256,17,17,1485146,378397,"57a0e96f-c3dc-4d4b-b4d4-be613cf802db","2023-02-27T21:25:33.319165"
"632","yobe","PDP",198567,17,17,1485146,378397,"57a0e96f-c3dc-4d4b-b4d4-be613cf802db","2023-02-27T21:25:33.319165"
"633","yobe","PRP",265,17,17,1485146,378397,"57a0e96f-c3dc-4d4b-b4d4-be613cf802db","2023-02-27T21:25:33.319165"
"634","yobe","SDP",192,17,17,1485146,378397,"57a0e96f-c3dc-4d4b-b4d4-be613cf802db","2023-02-27T21:25:33.319165"
"635","yobe","YPP",630,17,17,1485146,378397,"57a0e96f-c3dc-4d4b-b4d4-be613cf802db","2023-02-27T21:25:33.319165"
"636","yobe","ZLP",407,17,17,1485146,378397,"57a0e96f-c3dc-4d4b-b4d4-be613cf802db","2023-02-27T21:25:33.319165"
"637","yobe","BP",149,17,17,1485146,378397,"57a0e96f-c3dc-4d4b-b4d4-be613cf802db","2023-02-27T21:25:33.319165"
"638","yobe","LP",2406,17,17,1485146,378397,"57a0e96f-c3dc-4d4b-b4d4-be613cf802db","2023-02-27T21:25:33.319165"
"639","yobe","NNPP",18270,17,17,1485146,378397,"57a0e96f-c3dc-4d4b-b4d4-be613cf802db","2023-02-27T21:25:33.319165"
"640","yobe","NRM",672,17,17,1485146,378397,"57a0e96f-c3dc-4d4b-b4d4-be613cf802db","2023-02-27T21:25:33.319165"
"641","yobe","A",312,17,17,1485146,378397,"57a0e96f-c3dc-4d4b-b4d4-be613cf802db","2023-02-27T21:25:33.319165"
"642","yobe","AA",915,17,17,1485146,378397,"57a0e96f-c3dc-4d4b-b4d4-be613cf802db","2023-02-27T21:25:33.319165"
"643","yobe","AAC",221,17,17,1485146,378397,"57a0e96f-c3dc-4d4b-b4d4-be613cf802db","2023-02-27T21:25:33.319165"
"644","yobe","ADC",1034,17,17,1485146,378397,"57a0e96f-c3dc-4d4b-b4d4-be613cf802db","2023-02-27T21:25:33.319165"
"645","yobe","ADP",1295,17,17,1485146,378397,"57a0e96f-c3dc-4d4b-b4d4-be613cf802db","2023-02-27T21:25:33.319165"
"646","yobe","APC",151459,17,17,1485146,378397,"57a0e96f-c3dc-4d4b-b4d4-be613cf802db","2023-02-27T21:25:33.319165"
"647","yobe","APGA",875,17,17,1485146,378397,"57a0e96f-c3dc-4d4b-b4d4-be613cf802db","2023-02-27T21:25:33.319165"
"648","yobe","APM",472,17,17,1485146,378397,"57a0e96f-c3dc-4d4b-b4d4-be613cf802db","2023-02-27T21:25:33.319165"
"649","zamfara","AAC",99,14,14,1926870,502923,"5eccfb10-af1d-4d45-8b7c-21b70ae322d2","2023-02-28T18:37:40.865463"
"650","zamfara","ADC",582,14,14,1926870,502923,"5eccfb10-af1d-4d45-8b7c-21b70ae322d2","2023-02-28T18:37:40.865463"
"651","zamfara","ADP",855,14,14,1926870,502923,"5eccfb10-af1d-4d45-8b7c-21b70ae322d2","2023-02-28T18:37:40.865463"
"652","zamfara","A",122,14,14,1926870,502923,"5eccfb10-af1d-4d45-8b7c-21b70ae322d2","2023-02-28T18:37:40.865463"
"653","zamfara","AA",210,14,14,1926870,502923,"5eccfb10-af1d-4d45-8b7c-21b70ae322d2","2023-02-28T18:37:40.865463"
"654","zamfara","PRP",266,14,14,1926870,502923,"5eccfb10-af1d-4d45-8b7c-21b70ae322d2","2023-02-28T18:37:40.865463"
"655","zamfara","SDP",81,14,14,1926870,502923,"5eccfb10-af1d-4d45-8b7c-21b70ae322d2","2023-02-28T18:37:40.865463"
"656","zamfara","YPP",355,14,14,1926870,502923,"5eccfb10-af1d-4d45-8b7c-21b70ae322d2","2023-02-28T18:37:40.865463"
"657","zamfara","ZLP",142,14,14,1926870,502923,"5eccfb10-af1d-4d45-8b7c-21b70ae322d2","2023-02-28T18:37:40.865463"
"658","zamfara","APC",298396,14,14,1926870,502923,"5eccfb10-af1d-4d45-8b7c-21b70ae322d2","2023-02-28T18:37:40.865463"
"659","zamfara","APGA",921,14,14,1926870,502923,"5eccfb10-af1d-4d45-8b7c-21b70ae322d2","2023-02-28T18:37:40.865463"
"660","zamfara","APM",218,14,14,1926870,502923,"5eccfb10-af1d-4d45-8b7c-21b70ae322d2","2023-02-28T18:37:40.865463"
"661","zamfara","APP",149,14,14,1926870,502923,"5eccfb10-af1d-4d45-8b7c-21b70ae322d2","2023-02-28T18:37:40.865463"
"662","zamfara","BP",44,14,14,1926870,502923,"5eccfb10-af1d-4d45-8b7c-21b70ae322d2","2023-02-28T18:37:40.865463"
"663","zamfara","LP",1660,14,14,1926870,502923,"5eccfb10-af1d-4d45-8b7c-21b70ae322d2","2023-02-28T18:37:40.865463"
"664","zamfara","NNPP",4044,14,14,1926870,502923,"5eccfb10-af1d-4d45-8b7c-21b70ae322d2","2023-02-28T18:37:40.865463"
"665","zamfara","NRM",801,14,14,1926870,502923,"5eccfb10-af1d-4d45-8b7c-21b70ae322d2","2023-02-28T18:37:40.865463"
"666","zamfara","PDP",193978,14,14,1926870,502923,"5eccfb10-af1d-4d45-8b7c-21b70ae322d2","2023-02-28T18:37:40.865463"
