"","alias","abbr","vote","noOfLgas","lgaCollated","registeredVote","totalVote","slug","updatedAt"
"194","ebonyi","NRM",187,13,13,1597646,325351,"815972b5-4139-45bd-8685-0dc9add990ed","2023-02-28T22:09:09.608562"
"195","ebonyi","PDP",13503,13,13,1597646,325351,"815972b5-4139-45bd-8685-0dc9add990ed","2023-02-28T22:09:09.608562"
"196","ebonyi","YPP",197,13,13,1597646,325351,"815972b5-4139-45bd-8685-0dc9add990ed","2023-02-28T22:09:09.608562"
"197","ebonyi","PRP",83,13,13,1597646,325351,"815972b5-4139-45bd-8685-0dc9add990ed","2023-02-28T22:09:09.608562"
"198","ebonyi","SDP",150,13,13,1597646,325351,"815972b5-4139-45bd-8685-0dc9add990ed","2023-02-28T22:09:09.608562"
"199","edo","APC",144471,18,18,2501081,581266,"ca0daa21-68d9-48bf-aeee-39f0df9c69a9","2023-02-28T17:20:02.53715"
"200","edo","APGA",960,18,18,2501081,581266,"ca0daa21-68d9-48bf-aeee-39f0df9c69a9","2023-02-28T17:20:02.53715"
"201","edo","A",739,18,18,2501081,581266,"ca0daa21-68d9-48bf-aeee-39f0df9c69a9","2023-02-28T17:20:02.53715"
"202","edo","AA",329,18,18,2501081,581266,"ca0daa21-68d9-48bf-aeee-39f0df9c69a9","2023-02-28T17:20:02.53715"
"203","edo","AAC",530,18,18,2501081,581266,"ca0daa21-68d9-48bf-aeee-39f0df9c69a9","2023-02-28T17:20:02.53715"
"204","edo","ADC",2306,18,18,2501081,581266,"ca0daa21-68d9-48bf-aeee-39f0df9c69a9","2023-02-28T17:20:02.53715"
"205","edo","ADP",1069,18,18,2501081,581266,"ca0daa21-68d9-48bf-aeee-39f0df9c69a9","2023-02-28T17:20:02.53715"
"206","edo","APP",324,18,18,2501081,581266,"ca0daa21-68d9-48bf-aeee-39f0df9c69a9","2023-02-28T17:20:02.53715"
"207","edo","BP",993,18,18,2501081,581266,"ca0daa21-68d9-48bf-aeee-39f0df9c69a9","2023-02-28T17:20:02.53715"
"208","edo","YPP",406,18,18,2501081,581266,"ca0daa21-68d9-48bf-aeee-39f0df9c69a9","2023-02-28T17:20:02.53715"
"209","edo","ZLP",4082,18,18,2501081,581266,"ca0daa21-68d9-48bf-aeee-39f0df9c69a9","2023-02-28T17:20:02.53715"
"210","edo","APM",661,18,18,2501081,581266,"ca0daa21-68d9-48bf-aeee-39f0df9c69a9","2023-02-28T17:20:02.53715"
"211","edo","PRP",216,18,18,2501081,581266,"ca0daa21-68d9-48bf-aeee-39f0df9c69a9","2023-02-28T17:20:02.53715"
"212","edo","SDP",296,18,18,2501081,581266,"ca0daa21-68d9-48bf-aeee-39f0df9c69a9","2023-02-28T17:20:02.53715"
"213","edo","LP",331163,18,18,2501081,581266,"ca0daa21-68d9-48bf-aeee-39f0df9c69a9","2023-02-28T17:20:02.53715"
"214","edo","NNPP",2743,18,18,2501081,581266,"ca0daa21-68d9-48bf-aeee-39f0df9c69a9","2023-02-28T17:20:02.53715"
"215","edo","NRM",393,18,18,2501081,581266,"ca0daa21-68d9-48bf-aeee-39f0df9c69a9","2023-02-28T17:20:02.53715"
"216","edo","PDP",89585,18,18,2501081,581266,"ca0daa21-68d9-48bf-aeee-39f0df9c69a9","2023-02-28T17:20:02.53715"
"217","ekiti","A",69,16,16,987647,308169,"95276651-7257-42a1-b8fd-0c77f87837f2","2023-03-01T01:17:09.658858"
"218","ekiti","AA",29,16,16,987647,308169,"95276651-7257-42a1-b8fd-0c77f87837f2","2023-03-01T01:17:09.658858"
"219","ekiti","AAC",108,16,16,987647,308169,"95276651-7257-42a1-b8fd-0c77f87837f2","2023-03-01T01:17:09.658858"
"220","ekiti","ADC",1337,16,16,987647,308169,"95276651-7257-42a1-b8fd-0c77f87837f2","2023-03-01T01:17:09.658858"
"221","ekiti","ADP",735,16,16,987647,308169,"95276651-7257-42a1-b8fd-0c77f87837f2","2023-03-01T01:17:09.658858"
"222","ekiti","APC",201494,16,16,987647,308169,"95276651-7257-42a1-b8fd-0c77f87837f2","2023-03-01T01:17:09.658858"
"223","ekiti","APGA",268,16,16,987647,308169,"95276651-7257-42a1-b8fd-0c77f87837f2","2023-03-01T01:17:09.658858"
"224","ekiti","NNPP",264,16,16,987647,308169,"95276651-7257-42a1-b8fd-0c77f87837f2","2023-03-01T01:17:09.658858"
"225","ekiti","NRM",131,16,16,987647,308169,"95276651-7257-42a1-b8fd-0c77f87837f2","2023-03-01T01:17:09.658858"
"226","ekiti","APM",46,16,16,987647,308169,"95276651-7257-42a1-b8fd-0c77f87837f2","2023-03-01T01:17:09.658858"
"227","ekiti","APP",91,16,16,987647,308169,"95276651-7257-42a1-b8fd-0c77f87837f2","2023-03-01T01:17:09.658858"
"228","ekiti","BP",46,16,16,987647,308169,"95276651-7257-42a1-b8fd-0c77f87837f2","2023-03-01T01:17:09.658858"
"229","ekiti","LP",11397,16,16,987647,308169,"95276651-7257-42a1-b8fd-0c77f87837f2","2023-03-01T01:17:09.658858"
"230","ekiti","PDP",89554,16,16,987647,308169,"95276651-7257-42a1-b8fd-0c77f87837f2","2023-03-01T01:17:09.658858"
"231","ekiti","PRP",48,16,16,987647,308169,"95276651-7257-42a1-b8fd-0c77f87837f2","2023-03-01T01:17:09.658858"
"232","ekiti","SDP",2011,16,16,987647,308169,"95276651-7257-42a1-b8fd-0c77f87837f2","2023-03-01T01:17:09.658858"
"233","ekiti","YPP",81,16,16,987647,308169,"95276651-7257-42a1-b8fd-0c77f87837f2","2023-03-01T01:17:09.658858"
"234","ekiti","ZLP",460,16,16,987647,308169,"95276651-7257-42a1-b8fd-0c77f87837f2","2023-03-01T01:17:09.658858"
"235","enugu","BP",504,17,16,2112793,456424,"de0feacd-fa3c-4c3e-b42c-c19af17ec33f","2023-02-27T17:29:44.61152"
"236","enugu","ADC",282,17,16,2112793,456424,"de0feacd-fa3c-4c3e-b42c-c19af17ec33f","2023-02-27T17:29:44.61152"
"237","enugu","ADP",200,17,16,2112793,456424,"de0feacd-fa3c-4c3e-b42c-c19af17ec33f","2023-02-27T17:29:44.61152"
"238","enugu","APC",4772,17,16,2112793,456424,"de0feacd-fa3c-4c3e-b42c-c19af17ec33f","2023-02-27T17:29:44.61152"
"239","enugu","APGA",1548,17,16,2112793,456424,"de0feacd-fa3c-4c3e-b42c-c19af17ec33f","2023-02-27T17:29:44.61152"
"240","enugu","APM",351,17,16,2112793,456424,"de0feacd-fa3c-4c3e-b42c-c19af17ec33f","2023-02-27T17:29:44.61152"
"241","enugu","APP",209,17,16,2112793,456424,"de0feacd-fa3c-4c3e-b42c-c19af17ec33f","2023-02-27T17:29:44.61152"
"242","enugu","PRP",95,17,16,2112793,456424,"de0feacd-fa3c-4c3e-b42c-c19af17ec33f","2023-02-27T17:29:44.61152"
"243","enugu","A",165,17,16,2112793,456424,"de0feacd-fa3c-4c3e-b42c-c19af17ec33f","2023-02-27T17:29:44.61152"
"244","enugu","AA",77,17,16,2112793,456424,"de0feacd-fa3c-4c3e-b42c-c19af17ec33f","2023-02-27T17:29:44.61152"
"245","enugu","AAC",128,17,16,2112793,456424,"de0feacd-fa3c-4c3e-b42c-c19af17ec33f","2023-02-27T17:29:44.61152"
"246","enugu","LP",428640,17,16,2112793,456424,"de0feacd-fa3c-4c3e-b42c-c19af17ec33f","2023-02-27T17:29:44.61152"
"247","enugu","NNPP",1808,17,16,2112793,456424,"de0feacd-fa3c-4c3e-b42c-c19af17ec33f","2023-02-27T17:29:44.61152"
"248","enugu","NRM",414,17,16,2112793,456424,"de0feacd-fa3c-4c3e-b42c-c19af17ec33f","2023-02-27T17:29:44.61152"
"249","enugu","PDP",15749,17,16,2112793,456424,"de0feacd-fa3c-4c3e-b42c-c19af17ec33f","2023-02-27T17:29:44.61152"
"250","enugu","SDP",103,17,16,2112793,456424,"de0feacd-fa3c-4c3e-b42c-c19af17ec33f","2023-02-27T17:29:44.61152"
"251","enugu","YPP",290,17,16,2112793,456424,"de0feacd-fa3c-4c3e-b42c-c19af17ec33f","2023-02-27T17:29:44.61152"
"252","enugu","ZLP",1089,17,16,2112793,456424,"de0feacd-fa3c-4c3e-b42c-c19af17ec33f","2023-02-27T17:29:44.61152"
"253","abuja","PRP",131,6,6,1570307,460071,"d6c293b5-00d2-440d-8a4b-0fbec4ee5e3f","2023-02-28T17:03:47.833049"
"254","abuja","SDP",233,6,6,1570307,460071,"d6c293b5-00d2-440d-8a4b-0fbec4ee5e3f","2023-02-28T17:03:47.833049"
"255","abuja","YPP",335,6,6,1570307,460071,"d6c293b5-00d2-440d-8a4b-0fbec4ee5e3f","2023-02-28T17:03:47.833049"
"256","abuja","ZLP",2631,6,6,1570307,460071,"d6c293b5-00d2-440d-8a4b-0fbec4ee5e3f","2023-02-28T17:03:47.833049"
"257","abuja","BP",748,6,6,1570307,460071,"d6c293b5-00d2-440d-8a4b-0fbec4ee5e3f","2023-02-28T17:03:47.833049"
"258","abuja","LP",281717,6,6,1570307,460071,"d6c293b5-00d2-440d-8a4b-0fbec4ee5e3f","2023-02-28T17:03:47.833049"
"259","abuja","NNPP",4517,6,6,1570307,460071,"d6c293b5-00d2-440d-8a4b-0fbec4ee5e3f","2023-02-28T17:03:47.833049"
"260","abuja","NRM",294,6,6,1570307,460071,"d6c293b5-00d2-440d-8a4b-0fbec4ee5e3f","2023-02-28T17:03:47.833049"
"261","abuja","PDP",74194,6,6,1570307,460071,"d6c293b5-00d2-440d-8a4b-0fbec4ee5e3f","2023-02-28T17:03:47.833049"
"262","abuja","APP",146,6,6,1570307,460071,"d6c293b5-00d2-440d-8a4b-0fbec4ee5e3f","2023-02-28T17:03:47.833049"
"263","abuja","A",490,6,6,1570307,460071,"d6c293b5-00d2-440d-8a4b-0fbec4ee5e3f","2023-02-28T17:03:47.833049"
"264","abuja","AA",506,6,6,1570307,460071,"d6c293b5-00d2-440d-8a4b-0fbec4ee5e3f","2023-02-28T17:03:47.833049"
"265","abuja","AAC",215,6,6,1570307,460071,"d6c293b5-00d2-440d-8a4b-0fbec4ee5e3f","2023-02-28T17:03:47.833049"
"266","abuja","ADC",768,6,6,1570307,460071,"d6c293b5-00d2-440d-8a4b-0fbec4ee5e3f","2023-02-28T17:03:47.833049"
"267","abuja","ADP",585,6,6,1570307,460071,"d6c293b5-00d2-440d-8a4b-0fbec4ee5e3f","2023-02-28T17:03:47.833049"
"268","abuja","APC",90902,6,6,1570307,460071,"d6c293b5-00d2-440d-8a4b-0fbec4ee5e3f","2023-02-28T17:03:47.833049"
"269","abuja","APGA",1362,6,6,1570307,460071,"d6c293b5-00d2-440d-8a4b-0fbec4ee5e3f","2023-02-28T17:03:47.833049"
"270","abuja","APM",297,6,6,1570307,460071,"d6c293b5-00d2-440d-8a4b-0fbec4ee5e3f","2023-02-28T17:03:47.833049"
"271","gombe","APGA",558,11,11,1575794,510043,"e9d5cd04-c9c3-4bf2-81fe-9a91a2daabe6","2023-02-28T13:31:31.817893"
"272","gombe","APM",348,11,11,1575794,510043,"e9d5cd04-c9c3-4bf2-81fe-9a91a2daabe6","2023-02-28T13:31:31.817893"
"273","gombe","APP",208,11,11,1575794,510043,"e9d5cd04-c9c3-4bf2-81fe-9a91a2daabe6","2023-02-28T13:31:31.817893"
"274","gombe","BP",210,11,11,1575794,510043,"e9d5cd04-c9c3-4bf2-81fe-9a91a2daabe6","2023-02-28T13:31:31.817893"
"275","gombe","LP",26160,11,11,1575794,510043,"e9d5cd04-c9c3-4bf2-81fe-9a91a2daabe6","2023-02-28T13:31:31.817893"
"276","gombe","NNPP",10520,11,11,1575794,510043,"e9d5cd04-c9c3-4bf2-81fe-9a91a2daabe6","2023-02-28T13:31:31.817893"
"277","gombe","ZLP",969,11,11,1575794,510043,"e9d5cd04-c9c3-4bf2-81fe-9a91a2daabe6","2023-02-28T13:31:31.817893"
"278","gombe","A",284,11,11,1575794,510043,"e9d5cd04-c9c3-4bf2-81fe-9a91a2daabe6","2023-02-28T13:31:31.817893"
"279","gombe","AA",296,11,11,1575794,510043,"e9d5cd04-c9c3-4bf2-81fe-9a91a2daabe6","2023-02-28T13:31:31.817893"
"280","gombe","AAC",158,11,11,1575794,510043,"e9d5cd04-c9c3-4bf2-81fe-9a91a2daabe6","2023-02-28T13:31:31.817893"
"281","gombe","ADC",1446,11,11,1575794,510043,"e9d5cd04-c9c3-4bf2-81fe-9a91a2daabe6","2023-02-28T13:31:31.817893"
"282","gombe","ADP",765,11,11,1575794,510043,"e9d5cd04-c9c3-4bf2-81fe-9a91a2daabe6","2023-02-28T13:31:31.817893"
"283","gombe","APC",146977,11,11,1575794,510043,"e9d5cd04-c9c3-4bf2-81fe-9a91a2daabe6","2023-02-28T13:31:31.817893"
"284","gombe","NRM",1061,11,11,1575794,510043,"e9d5cd04-c9c3-4bf2-81fe-9a91a2daabe6","2023-02-28T13:31:31.817893"
"285","gombe","PDP",319123,11,11,1575794,510043,"e9d5cd04-c9c3-4bf2-81fe-9a91a2daabe6","2023-02-28T13:31:31.817893"
"286","gombe","PRP",384,11,11,1575794,510043,"e9d5cd04-c9c3-4bf2-81fe-9a91a2daabe6","2023-02-28T13:31:31.817893"
"287","gombe","SDP",137,11,11,1575794,510043,"e9d5cd04-c9c3-4bf2-81fe-9a91a2daabe6","2023-02-28T13:31:31.817893"
"288","gombe","YPP",439,11,11,1575794,510043,"e9d5cd04-c9c3-4bf2-81fe-9a91a2daabe6","2023-02-28T13:31:31.817893"
"289","imo","ADC",770,27,27,2419922,467380,"fb1e7189-4fdb-46fb-9671-50b98fb84751","2023-03-01T01:09:29.887543"
"290","imo","ADP",267,27,27,2419922,467380,"fb1e7189-4fdb-46fb-9671-50b98fb84751","2023-03-01T01:09:29.887543"
"291","imo","APC",66406,27,27,2419922,467380,"fb1e7189-4fdb-46fb-9671-50b98fb84751","2023-03-01T01:09:29.887543"
"292","imo","APGA",2562,27,27,2419922,467380,"fb1e7189-4fdb-46fb-9671-50b98fb84751","2023-03-01T01:09:29.887543"
"293","imo","APM",405,27,27,2419922,467380,"fb1e7189-4fdb-46fb-9671-50b98fb84751","2023-03-01T01:09:29.887543"
"294","imo","APP",197,27,27,2419922,467380,"fb1e7189-4fdb-46fb-9671-50b98fb84751","2023-03-01T01:09:29.887543"
"295","imo","BP",619,27,27,2419922,467380,"fb1e7189-4fdb-46fb-9671-50b98fb84751","2023-03-01T01:09:29.887543"
"296","imo","AA",289,27,27,2419922,467380,"fb1e7189-4fdb-46fb-9671-50b98fb84751","2023-03-01T01:09:29.887543"
"297","imo","AAC",227,27,27,2419922,467380,"fb1e7189-4fdb-46fb-9671-50b98fb84751","2023-03-01T01:09:29.887543"
"298","imo","A",611,27,27,2419922,467380,"fb1e7189-4fdb-46fb-9671-50b98fb84751","2023-03-01T01:09:29.887543"
"299","imo","LP",360495,27,27,2419922,467380,"fb1e7189-4fdb-46fb-9671-50b98fb84751","2023-03-01T01:09:29.887543"
"300","imo","PDP",30234,27,27,2419922,467380,"fb1e7189-4fdb-46fb-9671-50b98fb84751","2023-03-01T01:09:29.887543"
"301","imo","PRP",144,27,27,2419922,467380,"fb1e7189-4fdb-46fb-9671-50b98fb84751","2023-03-01T01:09:29.887543"
"302","imo","NNPP",1552,27,27,2419922,467380,"fb1e7189-4fdb-46fb-9671-50b98fb84751","2023-03-01T01:09:29.887543"
"303","imo","NRM",167,27,27,2419922,467380,"fb1e7189-4fdb-46fb-9671-50b98fb84751","2023-03-01T01:09:29.887543"
"304","imo","SDP",363,27,27,2419922,467380,"fb1e7189-4fdb-46fb-9671-50b98fb84751","2023-03-01T01:09:29.887543"
"305","imo","YPP",325,27,27,2419922,467380,"fb1e7189-4fdb-46fb-9671-50b98fb84751","2023-03-01T01:09:29.887543"
"306","imo","ZLP",1747,27,27,2419922,467380,"fb1e7189-4fdb-46fb-9671-50b98fb84751","2023-03-01T01:09:29.887543"
"307","jigawa","AA",249,27,27,2351298,919252,"1e9c6c01-1ce5-48cf-8e5c-926938ec390d","2023-02-27T21:09:28.913821"
"308","jigawa","AAC",483,27,27,2351298,919252,"1e9c6c01-1ce5-48cf-8e5c-926938ec390d","2023-02-27T21:09:28.913821"
"309","jigawa","ADC",1139,27,27,2351298,919252,"1e9c6c01-1ce5-48cf-8e5c-926938ec390d","2023-02-27T21:09:28.913821"
"310","jigawa","ADP",288,27,27,2351298,919252,"1e9c6c01-1ce5-48cf-8e5c-926938ec390d","2023-02-27T21:09:28.913821"
"311","jigawa","APC",421390,27,27,2351298,919252,"1e9c6c01-1ce5-48cf-8e5c-926938ec390d","2023-02-27T21:09:28.913821"
"312","jigawa","APGA",1040,27,27,2351298,919252,"1e9c6c01-1ce5-48cf-8e5c-926938ec390d","2023-02-27T21:09:28.913821"
"313","jigawa","APM",814,27,27,2351298,919252,"1e9c6c01-1ce5-48cf-8e5c-926938ec390d","2023-02-27T21:09:28.913821"
"314","jigawa","APP",288,27,27,2351298,919252,"1e9c6c01-1ce5-48cf-8e5c-926938ec390d","2023-02-27T21:09:28.913821"
"315","jigawa","BP",217,27,27,2351298,919252,"1e9c6c01-1ce5-48cf-8e5c-926938ec390d","2023-02-27T21:09:28.913821"
"316","jigawa","LP",1889,27,27,2351298,919252,"1e9c6c01-1ce5-48cf-8e5c-926938ec390d","2023-02-27T21:09:28.913821"
"317","jigawa","A",450,27,27,2351298,919252,"1e9c6c01-1ce5-48cf-8e5c-926938ec390d","2023-02-27T21:09:28.913821"
"318","jigawa","ZLP",1211,27,27,2351298,919252,"1e9c6c01-1ce5-48cf-8e5c-926938ec390d","2023-02-27T21:09:28.913821"
"319","jigawa","NNPP",98234,27,27,2351298,919252,"1e9c6c01-1ce5-48cf-8e5c-926938ec390d","2023-02-27T21:09:28.913821"
"320","jigawa","NRM",1200,27,27,2351298,919252,"1e9c6c01-1ce5-48cf-8e5c-926938ec390d","2023-02-27T21:09:28.913821"
"321","jigawa","PDP",386587,27,27,2351298,919252,"1e9c6c01-1ce5-48cf-8e5c-926938ec390d","2023-02-27T21:09:28.913821"
"322","jigawa","PRP",468,27,27,2351298,919252,"1e9c6c01-1ce5-48cf-8e5c-926938ec390d","2023-02-27T21:09:28.913821"
"323","jigawa","SDP",532,27,27,2351298,919252,"1e9c6c01-1ce5-48cf-8e5c-926938ec390d","2023-02-27T21:09:28.913821"
"324","jigawa","YPP",2773,27,27,2351298,919252,"1e9c6c01-1ce5-48cf-8e5c-926938ec390d","2023-02-27T21:09:28.913821"
"325","kaduna","APP",454,23,23,4335208,1360153,"8524a5b1-f7f3-45b2-bfc8-601cea2d354d","2023-02-28T18:09:38.259895"
"326","kaduna","BP",776,23,23,4335208,1360153,"8524a5b1-f7f3-45b2-bfc8-601cea2d354d","2023-02-28T18:09:38.259895"
"327","kaduna","LP",294494,23,23,4335208,1360153,"8524a5b1-f7f3-45b2-bfc8-601cea2d354d","2023-02-28T18:09:38.259895"
"328","kaduna","NNPP",92969,23,23,4335208,1360153,"8524a5b1-f7f3-45b2-bfc8-601cea2d354d","2023-02-28T18:09:38.259895"
"329","kaduna","NRM",1540,23,23,4335208,1360153,"8524a5b1-f7f3-45b2-bfc8-601cea2d354d","2023-02-28T18:09:38.259895"
"330","kaduna","SDP",414,23,23,4335208,1360153,"8524a5b1-f7f3-45b2-bfc8-601cea2d354d","2023-02-28T18:09:38.259895"
"331","kaduna","YPP",1633,23,23,4335208,1360153,"8524a5b1-f7f3-45b2-bfc8-601cea2d354d","2023-02-28T18:09:38.259895"
"332","kaduna","ZLP",2351,23,23,4335208,1360153,"8524a5b1-f7f3-45b2-bfc8-601cea2d354d","2023-02-28T18:09:38.259895"
"333","kaduna","A",505,23,23,4335208,1360153,"8524a5b1-f7f3-45b2-bfc8-601cea2d354d","2023-02-28T18:09:38.259895"
"334","kaduna","ADP",2072,23,23,4335208,1360153,"8524a5b1-f7f3-45b2-bfc8-601cea2d354d","2023-02-28T18:09:38.259895"
"335","kaduna","AA",1357,23,23,4335208,1360153,"8524a5b1-f7f3-45b2-bfc8-601cea2d354d","2023-02-28T18:09:38.259895"
"336","kaduna","AAC",480,23,23,4335208,1360153,"8524a5b1-f7f3-45b2-bfc8-601cea2d354d","2023-02-28T18:09:38.259895"
"337","kaduna","APC",399293,23,23,4335208,1360153,"8524a5b1-f7f3-45b2-bfc8-601cea2d354d","2023-02-28T18:09:38.259895"
"338","kaduna","APGA",1599,23,23,4335208,1360153,"8524a5b1-f7f3-45b2-bfc8-601cea2d354d","2023-02-28T18:09:38.259895"
"339","kaduna","APM",1072,23,23,4335208,1360153,"8524a5b1-f7f3-45b2-bfc8-601cea2d354d","2023-02-28T18:09:38.259895"
"340","kaduna","ADC",2815,23,23,4335208,1360153,"8524a5b1-f7f3-45b2-bfc8-601cea2d354d","2023-02-28T18:09:38.259895"
"341","kaduna","PDP",554360,23,23,4335208,1360153,"8524a5b1-f7f3-45b2-bfc8-601cea2d354d","2023-02-28T18:09:38.259895"
"342","kaduna","PRP",1969,23,23,4335208,1360153,"8524a5b1-f7f3-45b2-bfc8-601cea2d354d","2023-02-28T18:09:38.259895"
"343","kano","NRM",1540,44,44,5921370,1691564,"e88ff176-b63a-4c99-908d-03db5bbda9cd","2023-03-01T04:09:54.27104"
"344","kano","A",347,44,44,5921370,1691564,"e88ff176-b63a-4c99-908d-03db5bbda9cd","2023-03-01T04:09:54.27104"
"345","kano","NNPP",997279,44,44,5921370,1691564,"e88ff176-b63a-4c99-908d-03db5bbda9cd","2023-03-01T04:09:54.27104"
"346","kano","ADC",2845,44,44,5921370,1691564,"e88ff176-b63a-4c99-908d-03db5bbda9cd","2023-03-01T04:09:54.27104"
"347","kano","ADP",2602,44,44,5921370,1691564,"e88ff176-b63a-4c99-908d-03db5bbda9cd","2023-03-01T04:09:54.27104"
"348","kano","APC",506412,44,44,5921370,1691564,"e88ff176-b63a-4c99-908d-03db5bbda9cd","2023-03-01T04:09:54.27104"
"349","kano","AA",729,44,44,5921370,1691564,"e88ff176-b63a-4c99-908d-03db5bbda9cd","2023-03-01T04:09:54.27104"
"350","kano","AAC",551,44,44,5921370,1691564,"e88ff176-b63a-4c99-908d-03db5bbda9cd","2023-03-01T04:09:54.27104"
"351","kano","APGA",1253,44,44,5921370,1691564,"e88ff176-b63a-4c99-908d-03db5bbda9cd","2023-03-01T04:09:54.27104"
"352","kano","YPP",9429,44,44,5921370,1691564,"e88ff176-b63a-4c99-908d-03db5bbda9cd","2023-03-01T04:09:54.27104"
"353","kano","APP",533,44,44,5921370,1691564,"e88ff176-b63a-4c99-908d-03db5bbda9cd","2023-03-01T04:09:54.27104"
"354","kano","PDP",131716,44,44,5921370,1691564,"e88ff176-b63a-4c99-908d-03db5bbda9cd","2023-03-01T04:09:54.27104"
"355","kano","APM",3170,44,44,5921370,1691564,"e88ff176-b63a-4c99-908d-03db5bbda9cd","2023-03-01T04:09:54.27104"
"356","kano","BP",364,44,44,5921370,1691564,"e88ff176-b63a-4c99-908d-03db5bbda9cd","2023-03-01T04:09:54.27104"
"357","kano","PRP",1987,44,44,5921370,1691564,"e88ff176-b63a-4c99-908d-03db5bbda9cd","2023-03-01T04:09:54.27104"
"358","kano","ZLP",1790,44,44,5921370,1691564,"e88ff176-b63a-4c99-908d-03db5bbda9cd","2023-03-01T04:09:54.27104"
"359","kano","LP",28513,44,44,5921370,1691564,"e88ff176-b63a-4c99-908d-03db5bbda9cd","2023-03-01T04:09:54.27104"
"360","kano","SDP",504,44,44,5921370,1691564,"e88ff176-b63a-4c99-908d-03db5bbda9cd","2023-03-01T04:09:54.27104"
"361","katsina","AAC",234,34,34,3516719,1058673,"35b4343a-d6a4-4bd1-b323-397251075c1c","2023-02-27T22:00:57.357926"
"362","katsina","AA",523,34,34,3516719,1058673,"35b4343a-d6a4-4bd1-b323-397251075c1c","2023-02-27T22:00:57.357926"
"363","katsina","ADC",1405,34,34,3516719,1058673,"35b4343a-d6a4-4bd1-b323-397251075c1c","2023-02-27T22:00:57.357926"
"364","katsina","A",255,34,34,3516719,1058673,"35b4343a-d6a4-4bd1-b323-397251075c1c","2023-02-27T22:00:57.357926"
"365","katsina","ZLP",371,34,34,3516719,1058673,"35b4343a-d6a4-4bd1-b323-397251075c1c","2023-02-27T22:00:57.357926"
"366","katsina","ADP",1798,34,34,3516719,1058673,"35b4343a-d6a4-4bd1-b323-397251075c1c","2023-02-27T22:00:57.357926"
"367","katsina","APC",482283,34,34,3516719,1058673,"35b4343a-d6a4-4bd1-b323-397251075c1c","2023-02-27T22:00:57.357926"
"368","katsina","APP",269,34,34,3516719,1058673,"35b4343a-d6a4-4bd1-b323-397251075c1c","2023-02-27T22:00:57.357926"
"369","katsina","BP",327,34,34,3516719,1058673,"35b4343a-d6a4-4bd1-b323-397251075c1c","2023-02-27T22:00:57.357926"
"370","katsina","LP",6376,34,34,3516719,1058673,"35b4343a-d6a4-4bd1-b323-397251075c1c","2023-02-27T22:00:57.357926"
"371","katsina","NNPP",69386,34,34,3516719,1058673,"35b4343a-d6a4-4bd1-b323-397251075c1c","2023-02-27T22:00:57.357926"
"372","katsina","NRM",1053,34,34,3516719,1058673,"35b4343a-d6a4-4bd1-b323-397251075c1c","2023-02-27T22:00:57.357926"
"373","katsina","PDP",489045,34,34,3516719,1058673,"35b4343a-d6a4-4bd1-b323-397251075c1c","2023-02-27T22:00:57.357926"
"374","katsina","APGA",1391,34,34,3516719,1058673,"35b4343a-d6a4-4bd1-b323-397251075c1c","2023-02-27T22:00:57.357926"
"375","katsina","APM",603,34,34,3516719,1058673,"35b4343a-d6a4-4bd1-b323-397251075c1c","2023-02-27T22:00:57.357926"
"376","katsina","PRP",1986,34,34,3516719,1058673,"35b4343a-d6a4-4bd1-b323-397251075c1c","2023-02-27T22:00:57.357926"
"377","katsina","SDP",339,34,34,3516719,1058673,"35b4343a-d6a4-4bd1-b323-397251075c1c","2023-02-27T22:00:57.357926"
"378","katsina","YPP",1029,34,34,3516719,1058673,"35b4343a-d6a4-4bd1-b323-397251075c1c","2023-02-27T22:00:57.357926"
"379","kebbi","A",301,21,21,2032041,559522,"d68174ed-231f-40bb-8ef4-7ed2802de72d","2023-02-28T18:22:51.067906"
"380","kebbi","AA",306,21,21,2032041,559522,"d68174ed-231f-40bb-8ef4-7ed2802de72d","2023-02-28T18:22:51.067906"
"381","kebbi","AAC",243,21,21,2032041,559522,"d68174ed-231f-40bb-8ef4-7ed2802de72d","2023-02-28T18:22:51.067906"
"382","kebbi","ADC",837,21,21,2032041,559522,"d68174ed-231f-40bb-8ef4-7ed2802de72d","2023-02-28T18:22:51.067906"
"383","kebbi","ADP",1251,21,21,2032041,559522,"d68174ed-231f-40bb-8ef4-7ed2802de72d","2023-02-28T18:22:51.067906"
"384","kebbi","APC",248088,21,21,2032041,559522,"d68174ed-231f-40bb-8ef4-7ed2802de72d","2023-02-28T18:22:51.067906"
"385","kebbi","YPP",392,21,21,2032041,559522,"d68174ed-231f-40bb-8ef4-7ed2802de72d","2023-02-28T18:22:51.067906"
"386","kebbi","PRP",2027,21,21,2032041,559522,"d68174ed-231f-40bb-8ef4-7ed2802de72d","2023-02-28T18:22:51.067906"
"387","kebbi","SDP",1126,21,21,2032041,559522,"d68174ed-231f-40bb-8ef4-7ed2802de72d","2023-02-28T18:22:51.067906"
"388","kebbi","ZLP",460,21,21,2032041,559522,"d68174ed-231f-40bb-8ef4-7ed2802de72d","2023-02-28T18:22:51.067906"
"389","kebbi","APGA",1014,21,21,2032041,559522,"d68174ed-231f-40bb-8ef4-7ed2802de72d","2023-02-28T18:22:51.067906"
"390","kebbi","APM",567,21,21,2032041,559522,"d68174ed-231f-40bb-8ef4-7ed2802de72d","2023-02-28T18:22:51.067906"
